Nhash ID,Variable Name,Field Name,Description,Data Type,Numeric Type,Unit,Min,Max,Step,Resource Type,Nullable,Null Represents,BICAN UUID,Parent Variable,Resource Subgroup,Value Set (code/#/label)
PD-XCXCCC35,library_aliquot_local_name,Library Aliquot Local Name,One library in the library pool. Each Library_aliquot_name in a library pool will have a unique R1/R2 index to allow for sequencing together then separating the sequencing output by originating library aliquot through the process of demultiplexing. The resulting demultiplexed fastq files will include the library_aliquot_name.,text,"","","","","",Library Aliquot,No,"",34191bad-d167-4335-8224-ade897d3728e,Library Aliquot,Identification,""
PD-BVBVFB34,library_aliquot_nhash_id,Library Aliquot NHash ID,NIMP generated globally unique identifier for a Library Aliquot. This NHash id is a concatenation of the NHash ids of the corresponding Library and the Library Pool.,text,"","","","","",Library Aliquot,No,"","",Library Aliquot,Identification,""
PD-GKGKJU42,sequencing_result_date,Sequencing Result Date,The date of sequencing results for the Library Aliquot as reported by the Sequencing Center,date,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-QPQPLO49,library_aliquot_sequencing_result_status,Library Aliquot Sequencing Result Status,The status of the sequencing results for the Library Aliquot as reported by the Sequencing Center,categorical,"","","","","",Library Aliquot,Yes,Not-ready,"",Library Aliquot,Sequencing Outcome,Ready/#/Ready
PD-KTKTKK43,fastq_file_alignment_comments,FASTQ File Alignment Comments,Comments on the FASTQ file alignment as reported by the Library Lab,text,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-KRRSLD43,library_database_id,Upstream Library Database ID,NIMP database id for the upstream Library,numeric,"","","","","",Library Aliquot,No,"","",Library Aliquot,Reference,""
PD-ZSPGLD43,library_pool_database_id,Upstream Library Pool Database ID,NIMP database id for the upstream Library Pool,numeric,"","","","","",Library Aliquot,No,"","",Library Aliquot,Reference,""
PD-BIBIKV34,library_pool_database_id,Library Pool Database ID,NIMP database id for the library pool,numeric,"","","","","",Library Pool,No,"","",Library Pool,Identification,""
PD-SJATLW44,library_ids,NHash Library IDs of the Aliquots in This Pool,NIMP generated globally unique identifier for the Library Aliquots in this pool,text,"","","","","",Library Pool,No,"","",Library Pool,Reference,""
PD-KZBKLO49,library_pool_sequencing_result_status,Library Pool Sequencing Results Status,"This status is assigned as ""Ready"" if any Library Aliquot in the Library Pool has its library_aliquot_sequencing_result_status ""Ready""",categorical,"","","","","",Library Pool,Yes,Not-ready,"",Library Pool,Sequencing Outcome,Ready/#/Ready
PD-KVGMXI56,library_pool_sequencing_results_comments,Sequencing Results Comments,Comments if any for the sequencing results of library pool,text,"","","","","",Library Pool,Yes,"","",Library Pool,Sequencing Outcome,""
PD-MOMODO36,flowcell,Flowcell,"The Flowcell is a unique identifer of the sequencing cartridge (provided by the sequencing instrument manufacturer) used and consumed when sequencing Library Pools on an Illumina sequencing instrument.  A flowcell can be different sizes with different number of lanes.  The flowcell size determines the number of total reads it will produce.  Typically one Flowcell is used to run one Library Pool across all lanes.  Multiple pools, however, can be run on a single flowcell as long as the pools are partitioned onto separate lanes of the flowcell.  Each lane from a flowcell will produce fastq files for all Library Aliquots within the Library Pool applied to a given lane.",text,"","","","","",Library Pool,Yes,"",4c8d7ac8-d3e3-4177-a93d-18ec2302c392,Library Pool,Sequencing Outcome,""
PD-QRQRLO49,library_pool_alignment_status,Library Pool Alignment Status,Whether the Library Pool is approved for alignment or not,categorical,"","","","","",Library Pool,Yes,Not-approved,"",Library Pool,Sequencing Outcome,Approved/#/Approved
PD-RJIRLD43,library_package_database_id,Upstream Library Package Database ID,NIMP database id for the Library Package this Libray Pool belongs to.,numeric,"","","","","",Library Pool,Yes,"","",Library Pool,Reference,""
PD-SISIFB34,library_package_database_id,Library Package Database ID,NIMP database id for Library Package,numeric,"","","","","",Library Package,No,"","",Library Package,Identification,""
PD-CBCBWQ40,consent_status,Consent Status,Whether the type of consent is open or controlled,categorical,"","","","","",Donor,Yes,"",1a53e733-276f-421a-850d-eb46e50db972,General Subject Fields,General Subject Fields,open/#/Opencontrolled/#/Controlled
PD-GXWIXI56,project_identifier,The Database ID of the Project This Amplified cDNA is for,NIMP database id for the project this amplified cDNA belongs to,numeric,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Ownership,""
PD-GOADHS40,barcoded_cell_sample_database_id,Upstream Barcoded Cell Sample Database ID for Amplified cDNA,"",numeric,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Reference,""
PD-PDZDNL63,positive_test_result,The Indicator of Serology Test Positivity,Whether the donor has had a positive serology test result,categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,1/#/Yes2/#/No3/#/Pending4/#/Borderline
PD-ZMPWIB34,left_hemisphere_prep_2,Left Hemisphere Preparation (Second Method),The second method used to prepare the left hemisphere,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Formalin Fixed2/#/4% Paraformaldehyde Fixed3/#/Frozen4/#/Other9/#/Hemisphere Not Available
PD-FWUVWQ40,right_hemisphere_prep_2,Right Hemisphere Preparation (Second Method),The second method used to prepare the right hemisphere,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Formalin Fixed2/#/4% Paraformaldehyde Fixed3/#/Frozen4/#/Other9/#/Hemisphere Not Available
PD-FOFEUU27,barcoded_cell_sample_tag_local_name,Barcoded Cell Sample Tag,Barcoded Cell Sample tags can be used to group a set of barcoded cell samples so that the tag can be used to obtain all the members of the cohort,text,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Identification,""
PD-RCRCEV39,patched_cell_structure,Patched Cell Structure,Ontological structure assigned to a single patched cell.  This is typically assigned and confirmed after imaging.,categorical,"","","","","",Dissociated Cell Sample,Yes,"","",Dissociated Cell Sample,Reference,patched_cell_structure_value_set.csv
PD-WDSELW44,upstream_tissue_sample_local_name,Upstream Tissue Sample Local Name,The local name of the tissue the Section was dissected from,text,"","","","","",Section,No,"","",Section,Reference,""
PD-KMAJCN35,tissue_brain_subdivision,Brain Subdivision the Tissue Belongs To,Subdivision of the brain the tissue belongs to,categorical,"","","","","",Tissue,Yes,"","",Tissue,Anatomical/Biological Properties,cerebrum/#/cerebrumcerebellum/#/cerebellumbrainstem/#/brainstemspinal cord/#/spinal cordcerebellum + brainstem/#/cerebellum + brainstemwhole brain/#/whole brain
PD-RBJRCN35,tissue_brain_hemisphere,Brain Hemisphere the Tissue Belongs To,Hemisphere of the brain the tissue belongs to,categorical,"","","","","",Tissue,Yes,"","",Tissue,Anatomical/Biological Properties,Left/#/LeftRight/#/RightBoth/#/Both
"",section_sample,Section,"","","","","","","","","","","","","",""
PD-OHWLWW55,section_sample_local_name,Section Local Name/Identifier,Local ID for the tissue section,text,"","","","","",Section,No,"","",Section,Identification,""
PD-JMLOKR49,section_sample_ordinal,Section Ordinal,Order in which the section was dissected from the parent tissue.,numeric,"","","","","",Section,Yes,"","",Section,Section Properties,""
PD-IXLMRY56,section_sample_thickness,Section Thickness,Thickness of section mounted on substrate in microns,numeric,"","","","","",Section,Yes,"","",Section,Section Properties,""
PD-SJIUNJ42,section_sample_barcode,Section Barcode,"Barcode ID or local name for the section carrier (e.g. coverslip, slide)",text,"","","","","",Section,Yes,"","",Section,Section Properties,""
PD-AYBOCK48,section_sample_plane_of_section,Plane of Section,Plane in which the Tissue Sample was sectioned,categorical,"","","","","",Section,Yes,"","",Section,Section Properties,coronal (caudal to rostral)/#/coronal (caudal to rostral)coronal (rostral to caudal)/#/coronal (rostral to caudal)horizontal (dorsal to ventral)/#/horizontal (dorsal to ventral)horizontal (ventral to dorsal)/#/horizontal (ventral to dorsal)sagittal (medial to lateral)/#/sagittal (medial to lateral)sagittal (lateral to medial)/#/sagittal (lateral to medial)sagittal (left to right)/#/sagittal (left to right)sagittal (right to left)/#/sagittal (right to left)transverse (caudal to rostral)/#/transverse (caudal to rostral)transverse (rostral to caudal)/#/transverse (rostral to caudal)
PD-DIDKQB42,section_sample_usage,Section Usage,Usage tag for indicating the assay applied to the Section sample,categorical,"","","","","",Section,Yes,"","",Section,Section Properties,spatial transcriptomics/#/spatial transcriptomicshistology/#/histologyspatial sequencing/#/spatial sequencingBARSeq/#/BARSeq
PD-RJRJLD43,tissue_database_id,Upstream Tissue Database ID,NIMP database id of the upstream tissue,numeric,"","","","","",Section,No,"","",Section,Reference,""
PD-SHSHTM41,section_nhash_id,Section NHash ID,NIMP generated globally unique identifier for a Section ,text,"","","","","",Section,No,"","",Section,Identification,""
PD-JQJQFQ31,access_level,Access Level,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,Unrestricted/#/UnrestrictedControlled/#/Controlled
PD-DKDKOQ36,data_use_limitation,Data Use Limitation,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,General Research Use/#/General Research UseHealth/Medical/Biomedical/#/Health/Medical/BiomedicalDisease-specific/#/Disease-specific
PD-DSDSOQ36,disease_specification,Disease Specification,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,Brain health and disease/#/Brain health and disease
PD-JVJVFQ31,irb_approval_required,IRB Approval Required,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-BGBGAD38,publication_required,Publication Required,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-ZAZADF25,collaboration_required,Collaboration Required,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-KNSTYJ57,not_for_profit,Not-for-profit Use Only,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-CRCRPG50,methods,Methods,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-LCLCPG50,genetic_study_only,Genetic Study Only,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
PD-XABOKR49,number_of_reads,Library Aliquot GEX QC Number of Reads,GEX library aliquot: total number of reads for alignment,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-WFDAEW44,sequencing_saturation,Library Aliquot GEX QC Sequencing Saturation,GEX library aliquot: Proportion of unique molecular identifiers (UMIs) observed relative to the total number of possible UMIs.,numeric,float,"",0.55,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-OAMBWD35,fraction_of_unique_reads_mapped_to_genome,Library Aliquot GEX QC Fraction of Unique Reads Mapped to Genome,GEX library aliquot: Fraction of unique reads that map to the genome,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-YNVDWD35,fraction_of_unique_and_multiple_reads_mapped_to_genome,Library Aliquot GEX QC Fraction of Unique and Multiple Reads Mapped to Genome,GEX library aliquot: Fraction of both unique and multiple reads that map to the genome.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-FKBNJW31,fraction_of_reads_with_Q30_bases_in_rna,Library Aliquot GEX QC Fraction of Reads with Q30 Bases in RNA,GEX library aliquot: fraction of reads with Q30 bases in RNA,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-NPNFEV39,fraction_of_reads_with_Q30_bases_in_cb_and_umi,Library Aliquot GEX QC Fraction of Reads with Q30 Bases in cb And umi,GEX library aliquot: Fraction of reads with base quality score  Q30 in cell barcode (CB) and unique molecular identifier (UMI).,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-QEFYKR49,fraction_of_reads_with_valid_barcodes,Library Aliquot GEX QC Fraction of Reads with Valid Barcodes,GEX library aliquot: Fraction of reads with valid cell barcodes.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-NMNCWD35,reads_mapped_antisense_to_gene,Library Aliquot GEX QC Reads Mapped Antisense to Gene,GEX library aliquot: Number of reads mapped antisense to gene regions.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-THLUPJ33,reads_mapped_confidently_exonic,Library Aliquot GEX QC Reads Mapped Confidently Exonic,GEX library aliquot: Number of reads mapped confidently to exonic regions.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-VJCUWD35,reads_mapped_confidently_to_genome,Library Aliquot GEX QC Reads Mapped Confidently to Genome,GEX library aliquot: Number of reads mapped confidently to the genome.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-AZBDKR49,reads_mapped_confidently_to_intronic_regions,Library Aliquot GEX QC Reads Mapped Confidently to Intronic Regions,GEX library aliquot: Number of reads mapped confidently to intronic regions.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-VNCUWD35,reads_mapped_confidently_to_transcriptome,Library Aliquot GEX QC Reads Mapped Confidently to Transcriptome,GEX library aliquot: Number of reads mapped confidently to the transcriptome.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-BAFJKR49,estimated_cells,Library Aliquot GEX QC Estimated Cells,GEX library aliquot: Estimated number of cells from STARsolo using the Emptydops_CR parameter (above background).  These cells are used for all cell-level metrics.,numeric,float,"",2000,20000,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-KZZBKR49,umis_in_cells,Library Aliquot GEX QC umis in Cells,GEX library aliquot: Total number of unique molecular identifiers (UMIs) in cells.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-CUEJDK42,mean_umi_per_cell,Library Aliquot GEX QC Mean umi Per Cell,GEX library aliquot: Average number of UMIs per cell.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-UHGKDK42,median_umi_per_cell,Library Aliquot GEX QC Median umi Per Cell,GEX library aliquot: Median number of UMIs per cell.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-NAJYWD35,unique_reads_in_cells_mapped_to_gene,Library Aliquot GEX QC Unique Reads in Cells Mapped to Gene,GEX library aliquot: Number of unique reads in cells mapped to genes.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-FKOVKR49,fraction_of_unique_reads_in_cells,Library Aliquot GEX QC Fraction of Unique Reads in Cells,GEX library aliquot: Fraction of unique reads in cells.,numeric,float,"",0.5,0.75,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-CFCFKE54,mean_reads_per_cell,Library Aliquot GEX QC Mean Reads per Cell,GEX library aliquot: Average number of reads per cell.,numeric,float,"",50000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-HUBYDK42,median_reads_per_cell,Library Aliquot GEX QC Median Reads per Cell,GEX library aliquot: Median number of reads per cell.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-UBKEDK42,mean_gene_per_cell,Library Aliquot GEX QC Mean Gene per Cell,GEX library aliquot: Average number of genes per cell.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-DUYGDK42,median_gene_per_cell,Library Aliquot GEX QC Median Gene per Cell,GEX library aliquot: Median number of genes per cell.,numeric,float,"",3000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-CVBMKV34,total_genes_unique_detected,Library Aliquot GEX QC Total Genes Unique Detected,GEX library aliquot: Total number of unique genes detected.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-CRLRSK50,percent_target,Library Aliquot GEX QC Percent Target,GEX library aliquot: Percentage of target cells. Calculated as: estimated_number_of_cells / barcoded_cell_sample_number_of_expected_cells,numeric,float,"",0.5,1.5,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-QOQNKR49,percent_intronic_reads,Library Aliquot GEX QC Percent Intronic Reads,GEX library aliquot: Percentage of intronic reads. Calculated as: reads_mapped_confidently_to_intronic_regions / number_of_reads,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-BBQHDK42,keeper_mean_reads_per_cell,Library Aliquot GEX QC Keeper Mean Reads per Cell,"GEX library aliquot: Mean reads per cell for cells with >1500 genes or nuclei with >1000 genes, and doublet_score < 0.3.",numeric,float,"",50000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-BPHBKR49,keeper_median_genes,Library Aliquot GEX QC Keeper Median Genes,"GEX library aliquot: Median genes per cell for cells with >1500 genes or nuclei with >1000 genes, and doublet_score < 0.3.",numeric,float,"",3000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-OZZBKR49,keeper_cells,Library Aliquot GEX QC Keeper Cells,"GEX library aliquot: Number of cells with >1500 genes or nuclei with >1000 genes, and doublet score < 0.3.",numeric,float,"",2000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-ALYAYJ48,percent_keeper,Library Aliquot GEX QC Percent Keeper,GEX library aliquot: Percentage of keeper cells. Calculated as: keeper_cells / estimated_cells,numeric,float,"",0.5,0.75,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-JKHJWD35,percent_usable,Library Aliquot GEX QC Percent Usable,GEX library aliquot: Percentage of usable cells. Calculated as: keeper_cells / barcoded_cell_sample_number_of_expected_cells,numeric,float,"",0.5,0.75,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-VMHEXK45,frac_tso,Library Aliquot GEX QC Frac TSO,GEX library aliquot: Fraction of reads containing TSO sequence. Calculated as the number of reads that have 20 bp or more of TSO Sequence clipped from 5' end/ total number of reads.,numeric,float,"","",0.3,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-BKOZKR49,percent_doublets,Library Aliquot GEX QC Percent Doublets,GEX library aliquot: Percentage of cells flagged as doublets based on doublet scores calculated from a modified DoubletFinder algorithm.,numeric,float,"","",0.3,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - GEX,""
PD-BARBKR49,sequenced_reads,Library Aliquot ATAC QC Sequenced Reads,"ATAC library aliquot: The total number of reads generated from the sequencing process, which includes both reads that are mapped and unmapped.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-MXZPKR49,sequenced_read_pairs,Library Aliquot ATAC QC Sequenced Read Pairs,ATAC library aliquot: The total number of read pairs (two reads per pair) generated from the sequencing process. This is typically half of the total sequenced reads if all reads are paired.,numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-ALNUWD35,fraction_valid_barcode,Library Aliquot ATAC QC Fraction Valid Barcode,"ATAC library aliquot: The fraction of reads that contain a valid barcode, indicating the proportion of reads that are correctly assigned to a specific cell or sample.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-XBKJQI22,fraction_q30_bases_in_read_1,Library Aliquot ATAC QC Fraction Q30 Bases in Read 1,"ATAC library aliquot: The proportion of bases in Read 1 that have a Phred quality score of 30 or higher, indicating high-confidence base calls.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-COKNJB23,fraction_q30_bases_in_read_2,Library Aliquot ATAC QC Fraction Q30 Bases in Read 2,"ATAC library aliquot: The proportion of bases in Read 2 that have a Phred quality score of 30 or higher, indicating high-confidence base calls.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-IIBOKR49,number_of_cells,Library Aliquot ATAC QC Number of Cells,"ATAC library aliquot: The estimated number of cells captured and sequenced in the experiment, based on the barcodes identified.  These cells are used for all cell-level metrics.",numeric,float,"",2000,2000,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-SUHQDK42,mean_raw_read_pairs_per_cell,Library Aliquot ATAC QC Mean Raw Read Pairs per Cell,"ATAC library aliquot: The average number of raw read pairs associated with each cell, providing an indication of the sequencing depth per cell.",numeric,float,"",50000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-XGFUDK42,median_high-quality_fragments_per_cell,Library Aliquot ATAC QC Median High-Quality Fragments per Cell,"ATAC library aliquot: The median number of high-quality (e.g., confidently mapped) fragments associated with each cell, representing typical fragment quality across cells.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-DEBIKR49,fraction of high-quality fragments in cells,Library Aliquot ATAC QC Fraction of High-Quality Fragments in Cells,"ATAC library aliquot: The fraction of high-quality fragments that are associated with identified cells, indicating the proportion of good-quality data that is cell-associated.",numeric,float,"",0.5,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-LKXHKR49,fraction_of_transposition_events_in_peaks_in_cells,Library Aliquot ATAC QC Fraction of Transposition Events in Peaks in Cells,"ATAC library aliquot: The fraction of transposition events within identified cells that occur within peaks, which are regions of accessible chromatin.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-ZXZCKR49,fraction_duplicates,Library Aliquot ATAC QC Fraction Duplicates,"ATAC library aliquot: The fraction of sequenced fragments that are duplicates, which can result from PCR amplification or other factors, indicating the redundancy in the sequencing data.",numeric,float,"",0.55,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-WVGUKV34,fraction_confidently_mapped,Library Aliquot ATAC QC Fraction Confidently Mapped,"ATAC library aliquot: The fraction of sequenced fragments that are confidently mapped to the reference genome, indicating the proportion of reads that align well to the genome.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-IKJZKV34,fraction_unmapped,Library Aliquot ATAC QC Fraction Unmapped,"ATAC library aliquot: 	The fraction of sequenced fragments that could not be mapped to the reference genome, which can indicate sequencing errors, contamination, or regions not covered by the reference.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-QYMYYJ48,fraction_nonnuclear,Library Aliquot ATAC QC Fraction Nonnuclear,"ATAC library aliquot: The fraction of sequenced fragments that are mapped to non-nuclear (e.g., mitochondrial or other organellar) DNA, providing insight into contamination or organellar activity.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-GFXJEW44,fraction_fragment_in_nucleosome_free_region,Library Aliquot ATAC QC Fraction Fragment in Nucleosome Free Region,"ATAC library aliquot: The fraction of sequenced fragments that map to nucleosome-free regions, which are indicative of accessible chromatin.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-XBWTWD35,fraction_fragment_flanking_single_nucleosome,Library Aliquot ATAC QC Fraction Fragment Flanking Single Nucleosome,"ATAC library aliquot: The fraction of sequenced fragments that map to regions flanking single nucleosomes, indicating regions with partial chromatin accessibility.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-NCRKWD35,tss_enrichment_score,Library Aliquot ATAC QC Tss Enrichment Score,"ATAC library aliquot: A measure of the enrichment of transposition events at transcription start sites (TSS), indicating the accessibility of promoters across the genome.",numeric,float,"",4,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-FLOIKR49,fraction_of_high-quality_fragments_overlapping_tss,Library Aliquot ATAC QC Fraction of High-Quality Fragments Overlapping Tss,"ATAC library aliquot: The fraction of high-quality fragments that overlap transcription start sites (TSS), providing insight into promoter accessibility.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-XHBOKR49,number_of_peaks,Library Aliquot ATAC QC Number of Peaks,"ATAC library aliquot: The total number of peaks, or regions of accessible chromatin, identified in the dataset, representing potential regulatory elements.",numeric,float,"",100000,"","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-ZQNRKR49,fraction_of_genome_in_peaks,Library Aliquot ATAC QC Fraction of Genome in Peaks,"ATAC library aliquot: The fraction of the genome that is covered by identified peaks, indicating the extent of chromatin accessibility across the genome.",numeric,float,"","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-ZQOIKR49,fraction_of_high-quality_fragments_overlapping_peaks,Library Aliquot ATAC QC Fraction of High-Quality Fragments Overlapping Peaks,"ATAC library aliquot: The fraction of high-quality fragments that overlap with identified peaks, providing an indication of the efficiency of the assay in capturing accessible regions.",numeric,float,"",0.3,1.5,"",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-RYRYSK50,atac_percent_target,Library Aliquot ATAC QC ATAC Percent Target,ATAC library aliquot: Percent of cells recovered; value is calculated as number_of_cells / barcoded_cell_sample_number_of_expected_cells,numeric,"","","","","",Library Aliquot,No,"","",Library Aliquot,Aliquot QC - ATAC,""
PD-VKVKCT43,tissue_sample_type,Tissue Sample Type,"The type of subdissection of a given piece of tissue between Slab and Section (eg block, slice-acute, slice-cultured). A tissue can have more than one type associated with it. For PatchSeq, this type is used to distinguish between Acute and Cultured tissue slices.",categorical,"","","","","",Tissue,Yes,"","",Tissue,Preparation,Block/#/BlockSlice-Acute/#/Slice-AcuteSlice-Cultured/#/Slice-Cultured
PD-MMBYNY46,tissue_structure_acronym,Tissue Structure Acronym,The code referring to a structure acronym in a brain atlas that the tissue was found to be associated with  ,categorical,"","","","","",Tissue,No,"","",Tissue,Anatomical/Biological Properties,tissue_structure_acronym_value_set.csv
PD-SHSGWQ40,cell_barcode_set,Barcoded Cell Barcode Set,Cell barcode set for 10xV4_OCM cell plexing method.  Required for alignment and allow for on chip multiplexing,categorical,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Preparation,OB1/#/OB1OB2/#/OB2OB3/#/OB3OB4/#/OB4E0001_012/#/E0001_012E0001_013/#/E0001_013E0002_001/#/E0002_001E0002_002/#/E0002_002E0002_004/#/E0002_004E0002_005/#/E0002_005E0002_007/#/E0002_007E0002_009/#/E0002_009E0001_012/#/E0001_012E0001_013/#/E0001_013E0002_001/#/E0002_001E0002_002/#/E0002_002E0002_004/#/E0002_004E0002_005/#/E0002_005E0002_007/#/E0002_007E0002_009/#/E0002_009AB001/#/AB001AB002/#/AB002AB003/#/AB003AB004/#/AB004AB005/#/AB005AB006/#/AB006AB007/#/AB007AB008/#/AB008AB009/#/AB009AB010/#/AB010AB011/#/AB011AB012/#/AB012AB013/#/AB013AB014/#/AB014AB015/#/AB015AB016/#/AB016BC001/#/BC001BC002/#/BC002BC003/#/BC003BC004/#/BC004BC005/#/BC005BC006/#/BC006BC007/#/BC007BC008/#/BC008BC009/#/BC009BC010/#/BC010BC011/#/BC011BC012/#/BC012BC013/#/BC013BC014/#/BC014BC015/#/BC015BC016/#/BC016
PD-OHOHXO32,library_aliquot_fastq_file_size_in_tb,Library Aliquot FASTQ File Size in TB,Library Aliquot FASTQ File Size in TB,numeric,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-LELEPG50,library_pool_sequencing_instrument,Library Pool Sequencing Instrument,Library Pool Sequencing Instrument,categorical,"","","","","",Library Pool,Yes,"","",Library Pool,Sequencing Outcome,NovaSeqX/#/NovaSeqXNextSeq2000/#/NextSeq2000
